year_reg,month_reg,ethnicity,sex,age_group,count
2010,3,Pacific,Female,50_54,3
2010,3,Pacific,Female,55_59,0
2010,3,Pacific,Female,60_64,6
2010,3,Pacific,Female,65_69,9
2010,3,Pacific,Female,70_74,6
2010,3,Pacific,Female,75_79,3
2010,3,Pacific,Female,80_84,12
2010,3,Pacific,Female,85_89,0
2010,3,Pacific,Female,90_94,3
2010,3,Pacific,Female,95_,3
2010,3,Pacific,Female,10_14,0
2010,3,Pacific,Male,00_00,3
2010,3,Pacific,Male,01_04,3
2010,3,Pacific,Male,05_09,0
2010,3,Pacific,Male,15_19,0
2010,3,Pacific,Male,20_24,0
2010,3,Pacific,Male,25_29,0
2010,3,Pacific,Male,30_34,0
2010,3,Pacific,Male,35_39,0
2010,3,Pacific,Male,40_44,0
2010,3,Pacific,Male,45_49,3
2010,3,Pacific,Male,50_54,0
2010,3,Pacific,Male,55_59,9
2010,3,Pacific,Male,60_64,9
2010,3,Pacific,Male,65_69,6
2010,3,Pacific,Male,70_74,6
2010,3,Pacific,Male,75_79,6
2010,3,Pacific,Male,80_84,9
2010,3,Pacific,Male,85_89,3
2010,3,Pacific,Male,90_94,0
2010,3,Pacific,Male,95_,0
2010,3,Pacific,Male,10_14,0
2010,3,MELAA or Other,Female,00_00,0
2010,3,MELAA or Other,Female,01_04,0
2010,3,MELAA or Other,Female,05_09,0
2010,3,MELAA or Other,Female,15_19,0
2010,3,MELAA or Other,Female,20_24,0
2010,3,MELAA or Other,Female,25_29,0
2010,3,MELAA or Other,Female,30_34,0
2010,3,MELAA or Other,Female,35_39,0
2010,3,MELAA or Other,Female,40_44,0
2010,3,MELAA or Other,Female,45_49,0
2010,3,MELAA or Other,Female,50_54,0
2010,3,MELAA or Other,Female,55_59,0
2010,3,MELAA or Other,Female,60_64,3
2010,3,MELAA or Other,Female,65_69,0
2010,3,MELAA or Other,Female,70_74,0
2010,3,MELAA or Other,Female,75_79,0
2010,3,MELAA or Other,Female,80_84,0
2010,3,MELAA or Other,Female,85_89,0
2010,3,MELAA or Other,Female,90_94,0
2010,3,MELAA or Other,Female,95_,3
2010,3,MELAA or Other,Female,10_14,0
2010,3,MELAA or Other,Male,00_00,0
2010,3,MELAA or Other,Male,01_04,0
2010,3,MELAA or Other,Male,05_09,0
2010,3,MELAA or Other,Male,15_19,0
2010,3,MELAA or Other,Male,20_24,0
2010,3,MELAA or Other,Male,25_29,0
2010,3,MELAA or Other,Male,30_34,0
2010,3,MELAA or Other,Male,35_39,0
2010,3,MELAA or Other,Male,40_44,0
2010,3,MELAA or Other,Male,45_49,0
2010,3,MELAA or Other,Male,50_54,0
2010,3,MELAA or Other,Male,55_59,0
2010,3,MELAA or Other,Male,60_64,0
2010,3,MELAA or Other,Male,65_69,3
2010,3,MELAA or Other,Male,70_74,3
2010,3,MELAA or Other,Male,75_79,0
2010,3,MELAA or Other,Male,80_84,6
2010,3,MELAA or Other,Male,85_89,3
2010,3,MELAA or Other,Male,90_94,0
2010,3,MELAA or Other,Male,95_,0
2010,3,MELAA or Other,Male,10_14,0
2010,3,Unspecified,Female,00_00,0
2010,3,Unspecified,Female,01_04,0
2010,3,Unspecified,Female,05_09,0
2010,3,Unspecified,Female,15_19,0
2010,3,Unspecified,Female,20_24,0
2010,3,Unspecified,Female,25_29,0
2010,3,Unspecified,Female,30_34,0
2010,3,Unspecified,Female,35_39,0
2010,3,Unspecified,Female,40_44,3
2010,3,Unspecified,Female,45_49,0
2010,3,Unspecified,Female,50_54,3
2010,3,Unspecified,Female,55_59,0
2010,3,Unspecified,Female,60_64,0
2010,3,Unspecified,Female,65_69,3
2010,3,Unspecified,Female,70_74,0
2010,3,Unspecified,Female,75_79,3
2010,3,Unspecified,Female,80_84,3
2010,3,Unspecified,Female,85_89,0
2010,3,Unspecified,Female,90_94,3
2010,3,Unspecified,Female,95_,0
2010,3,Unspecified,Female,10_14,0
2010,3,Unspecified,Male,00_00,3
2010,3,Unspecified,Male,01_04,0
2010,3,Unspecified,Male,05_09,0
2010,3,Unspecified,Male,15_19,0
2010,3,Unspecified,Male,20_24,0
2010,3,Unspecified,Male,25_29,0
2010,3,Unspecified,Male,30_34,0
2010,3,Unspecified,Male,35_39,0
2010,3,Unspecified,Male,40_44,0
2010,3,Unspecified,Male,45_49,0
2010,3,Unspecified,Male,50_54,0
2010,3,Unspecified,Male,55_59,3
2010,3,Unspecified,Male,60_64,0
2010,3,Unspecified,Male,65_69,3
2010,3,Unspecified,Male,70_74,3
2010,3,Unspecified,Male,75_79,3
2010,3,Unspecified,Male,80_84,3
2010,3,Unspecified,Male,85_89,6
2010,3,Unspecified,Male,90_94,0
2010,3,Unspecified,Male,95_,3
2010,3,Unspecified,Male,10_14,0
2010,4,Total,Female,00_00,9
2010,4,Total,Female,01_04,3
2010,4,Total,Female,05_09,0
2010,4,Total,Female,15_19,3
2010,4,Total,Female,20_24,6
2010,4,Total,Female,25_29,3
2010,4,Total,Female,30_34,6
2010,4,Total,Female,35_39,9
2010,4,Total,Female,40_44,12
2010,4,Total,Female,45_49,24
2010,4,Total,Female,50_54,27
2010,4,Total,Female,55_59,39
2010,4,Total,Female,60_64,69
2010,4,Total,Female,65_69,66
2010,4,Total,Female,70_74,90
2010,4,Total,Female,75_79,120
2010,4,Total,Female,80_84,171
2010,4,Total,Female,85_89,231
2010,4,Total,Female,90_94,153
2010,4,Total,Female,95_,69
2010,4,Total,Female,10_14,0
2010,4,Total,Male,00_00,21
2010,4,Total,Male,01_04,3
2010,4,Total,Male,05_09,3
2010,4,Total,Male,15_19,9
2010,4,Total,Male,20_24,15
2010,4,Total,Male,25_29,6
2010,4,Total,Male,30_34,6
2010,4,Total,Male,35_39,24
2010,4,Total,Male,40_44,24
2010,4,Total,Male,45_49,30
2010,4,Total,Male,50_54,42
2010,4,Total,Male,55_59,57
2010,4,Total,Male,60_64,78
2010,4,Total,Male,65_69,87
2010,4,Total,Male,70_74,114
2010,4,Total,Male,75_79,162
2010,4,Total,Male,80_84,207
2010,4,Total,Male,85_89,165
2010,4,Total,Male,90_94,93
2010,4,Total,Male,95_,36
2010,4,Total,Male,10_14,3
2010,4,European,Female,00_00,9
2010,4,European,Female,01_04,0
2010,4,European,Female,05_09,0
2010,4,European,Female,15_19,3
2010,4,European,Female,20_24,3
2010,4,European,Female,25_29,0
2010,4,European,Female,30_34,6
2010,4,European,Female,35_39,3
2010,4,European,Female,40_44,6
2010,4,European,Female,45_49,24
2010,4,European,Female,50_54,18
2010,4,European,Female,55_59,24
2010,4,European,Female,60_64,51
2010,4,European,Female,65_69,48
2010,4,European,Female,70_74,75
2010,4,European,Female,75_79,102
2010,4,European,Female,80_84,147
2010,4,European,Female,85_89,216
2010,4,European,Female,90_94,147
2010,4,European,Female,95_,69
2010,4,European,Female,10_14,0
2010,4,European,Male,00_00,15
2010,4,European,Male,01_04,3
2010,4,European,Male,05_09,0
2010,4,European,Male,15_19,6
2010,4,European,Male,20_24,6
2010,4,European,Male,25_29,3
2010,4,European,Male,30_34,6
2010,4,European,Male,35_39,12
2010,4,European,Male,40_44,15
2010,4,European,Male,45_49,18
2010,4,European,Male,50_54,18
2010,4,European,Male,55_59,39
2010,4,European,Male,60_64,60
2010,4,European,Male,65_69,69
2010,4,European,Male,70_74,99
2010,4,European,Male,75_79,132
2010,4,European,Male,80_84,186
2010,4,European,Male,85_89,150
2010,4,European,Male,90_94,90
2010,4,European,Male,95_,36
2010,4,European,Male,10_14,0
2010,4,Māori,Female,00_00,3
2010,4,Māori,Female,01_04,0
2010,4,Māori,Female,05_09,0
2010,4,Māori,Female,15_19,0
2010,4,Māori,Female,20_24,0
2010,4,Māori,Female,25_29,0
2010,4,Māori,Female,30_34,0
2010,4,Māori,Female,35_39,0
2010,4,Māori,Female,40_44,3
2010,4,Māori,Female,45_49,0
2010,4,Māori,Female,50_54,9
2010,4,Māori,Female,55_59,12
2010,4,Māori,Female,60_64,9
2010,4,Māori,Female,65_69,9
2010,4,Māori,Female,70_74,9
2010,4,Māori,Female,75_79,12
2010,4,Māori,Female,80_84,12
2010,4,Māori,Female,85_89,9
2010,4,Māori,Female,90_94,0
2010,4,Māori,Female,95_,3
2010,4,Māori,Female,10_14,0
2010,4,Māori,Male,00_00,3
2010,4,Māori,Male,01_04,0
2010,4,Māori,Male,05_09,0
2010,4,Māori,Male,15_19,3
2010,4,Māori,Male,20_24,6
2010,4,Māori,Male,25_29,0
2010,4,Māori,Male,30_34,0
2010,4,Māori,Male,35_39,6
2010,4,Māori,Male,40_44,6
2010,4,Māori,Male,45_49,6
2010,4,Māori,Male,50_54,15
2010,4,Māori,Male,55_59,15
2010,4,Māori,Male,60_64,12
2010,4,Māori,Male,65_69,9
2010,4,Māori,Male,70_74,9
2010,4,Māori,Male,75_79,12
2010,4,Māori,Male,80_84,9
2010,4,Māori,Male,85_89,6
2010,4,Māori,Male,90_94,0
2010,4,Māori,Male,95_,0
2010,4,Māori,Male,10_14,0
2010,4,Asian,Female,00_00,0
2010,4,Asian,Female,01_04,0
2010,4,Asian,Female,05_09,0
2010,4,Asian,Female,15_19,0
2010,4,Asian,Female,20_24,0
2010,4,Asian,Female,25_29,0
2010,4,Asian,Female,30_34,0
2010,4,Asian,Female,35_39,3
2010,4,Asian,Female,40_44,0
2010,4,Asian,Female,45_49,0
2010,4,Asian,Female,50_54,0
2010,4,Asian,Female,55_59,3
2010,4,Asian,Female,60_64,0
2010,4,Asian,Female,65_69,6
2010,4,Asian,Female,70_74,0
2010,4,Asian,Female,75_79,0
2010,4,Asian,Female,80_84,6
2010,4,Asian,Female,85_89,6
2010,4,Asian,Female,90_94,3
2010,4,Asian,Female,95_,0
2010,4,Asian,Female,10_14,0
2010,4,Asian,Male,00_00,0
2010,4,Asian,Male,01_04,0
2010,4,Asian,Male,05_09,0
2010,4,Asian,Male,15_19,0
2010,4,Asian,Male,20_24,0
2010,4,Asian,Male,25_29,0
2010,4,Asian,Male,30_34,0
2010,4,Asian,Male,35_39,0
2010,4,Asian,Male,40_44,3
2010,4,Asian,Male,45_49,0
2010,4,Asian,Male,50_54,3
2010,4,Asian,Male,55_59,0
2010,4,Asian,Male,60_64,3
2010,4,Asian,Male,65_69,3
2010,4,Asian,Male,70_74,3
2010,4,Asian,Male,75_79,0
2010,4,Asian,Male,80_84,3
2010,4,Asian,Male,85_89,3
2010,4,Asian,Male,90_94,3
2010,4,Asian,Male,95_,0
2010,4,Asian,Male,10_14,0
2010,4,Pacific,Female,00_00,3
2010,4,Pacific,Female,01_04,0
2010,4,Pacific,Female,05_09,0
2010,4,Pacific,Female,15_19,0
2010,4,Pacific,Female,20_24,3
2010,4,Pacific,Female,25_29,0
2010,4,Pacific,Female,30_34,0
2010,4,Pacific,Female,35_39,3
2010,4,Pacific,Female,40_44,0
2010,4,Pacific,Female,45_49,3
2010,4,Pacific,Female,50_54,0
2010,4,Pacific,Female,55_59,0
2010,4,Pacific,Female,60_64,3
2010,4,Pacific,Female,65_69,3
2010,4,Pacific,Female,70_74,3
2010,4,Pacific,Female,75_79,0
2010,4,Pacific,Female,80_84,6
2010,4,Pacific,Female,85_89,3
2010,4,Pacific,Female,90_94,3
2010,4,Pacific,Female,95_,0
2010,4,Pacific,Female,10_14,0
2010,4,Pacific,Male,00_00,3
2010,4,Pacific,Male,01_04,0
2010,4,Pacific,Male,05_09,0
2010,4,Pacific,Male,15_19,0
2010,4,Pacific,Male,20_24,0
2010,4,Pacific,Male,25_29,0
2010,4,Pacific,Male,30_34,3
2010,4,Pacific,Male,35_39,3
2010,4,Pacific,Male,40_44,0
2010,4,Pacific,Male,45_49,6
2010,4,Pacific,Male,50_54,6
2010,4,Pacific,Male,55_59,6
2010,4,Pacific,Male,60_64,3
2010,4,Pacific,Male,65_69,3
2010,4,Pacific,Male,70_74,6
2010,4,Pacific,Male,75_79,9
2010,4,Pacific,Male,80_84,3
2010,4,Pacific,Male,85_89,0
2010,4,Pacific,Male,90_94,3
2010,4,Pacific,Male,95_,0
2010,4,Pacific,Male,10_14,3
2010,4,MELAA or Other,Female,00_00,0
2010,4,MELAA or Other,Female,01_04,0
2010,4,MELAA or Other,Female,05_09,0
2010,4,MELAA or Other,Female,15_19,0
2010,4,MELAA or Other,Female,20_24,0
2010,4,MELAA or Other,Female,25_29,0
2010,4,MELAA or Other,Female,30_34,0
2010,4,MELAA or Other,Female,35_39,0
2010,4,MELAA or Other,Female,40_44,3
2010,4,MELAA or Other,Female,45_49,3
2010,4,MELAA or Other,Female,50_54,0
2010,4,MELAA or Other,Female,55_59,0
2010,4,MELAA or Other,Female,60_64,0
2010,4,MELAA or Other,Female,65_69,0
2010,4,MELAA or Other,Female,70_74,3
2010,4,MELAA or Other,Female,75_79,3
2010,4,MELAA or Other,Female,80_84,3
2010,4,MELAA or Other,Female,85_89,0
2010,4,MELAA or Other,Female,90_94,0
2010,4,MELAA or Other,Female,95_,0
2010,4,MELAA or Other,Female,10_14,0
2010,4,MELAA or Other,Male,00_00,0
2010,4,MELAA or Other,Male,01_04,0
2010,4,MELAA or Other,Male,05_09,0
2010,4,MELAA or Other,Male,15_19,0
2010,4,MELAA or Other,Male,20_24,3
2010,4,MELAA or Other,Male,25_29,0
2010,4,MELAA or Other,Male,30_34,0
2010,4,MELAA or Other,Male,35_39,3
2010,4,MELAA or Other,Male,40_44,0
2010,4,MELAA or Other,Male,45_49,0
2010,4,MELAA or Other,Male,50_54,0
2010,4,MELAA or Other,Male,55_59,3
2010,4,MELAA or Other,Male,60_64,0
2010,4,MELAA or Other,Male,65_69,0
2010,4,MELAA or Other,Male,70_74,3
2010,4,MELAA or Other,Male,75_79,3
2010,4,MELAA or Other,Male,80_84,0
2010,4,MELAA or Other,Male,85_89,0
2010,4,MELAA or Other,Male,90_94,0
2010,4,MELAA or Other,Male,95_,0
2010,4,MELAA or Other,Male,10_14,0
2010,4,Unspecified,Female,00_00,0
2010,4,Unspecified,Female,01_04,0
2010,4,Unspecified,Female,05_09,0
2010,4,Unspecified,Female,15_19,0
2010,4,Unspecified,Female,20_24,0
2010,4,Unspecified,Female,25_29,0
2010,4,Unspecified,Female,30_34,0
2010,4,Unspecified,Female,35_39,0
2010,4,Unspecified,Female,40_44,0
2010,4,Unspecified,Female,45_49,0
2010,4,Unspecified,Female,50_54,0
2010,4,Unspecified,Female,55_59,0
2010,4,Unspecified,Female,60_64,3
2010,4,Unspecified,Female,65_69,3
2010,4,Unspecified,Female,70_74,0
2010,4,Unspecified,Female,75_79,3
2010,4,Unspecified,Female,80_84,0
2010,4,Unspecified,Female,85_89,3
2010,4,Unspecified,Female,90_94,3
2010,4,Unspecified,Female,95_,0
2010,4,Unspecified,Female,10_14,0
2010,4,Unspecified,Male,00_00,0
2010,4,Unspecified,Male,01_04,0
2010,4,Unspecified,Male,05_09,0
2010,4,Unspecified,Male,15_19,0
2010,4,Unspecified,Male,20_24,0
2010,4,Unspecified,Male,25_29,3
2010,4,Unspecified,Male,30_34,0
2010,4,Unspecified,Male,35_39,0
2010,4,Unspecified,Male,40_44,0
2010,4,Unspecified,Male,45_49,0
2010,4,Unspecified,Male,50_54,0
2010,4,Unspecified,Male,55_59,0
2010,4,Unspecified,Male,60_64,0
2010,4,Unspecified,Male,65_69,3
2010,4,Unspecified,Male,70_74,3
2010,4,Unspecified,Male,75_79,3
2010,4,Unspecified,Male,80_84,6
2010,4,Unspecified,Male,85_89,3
2010,4,Unspecified,Male,90_94,0
2010,4,Unspecified,Male,95_,3
2010,4,Unspecified,Male,10_14,0
2010,5,Total,Female,00_00,9
2010,5,Total,Female,01_04,3
2010,5,Total,Female,05_09,0
2010,5,Total,Female,15_19,6
2010,5,Total,Female,20_24,6
2010,5,Total,Female,25_29,0
2010,5,Total,Female,30_34,6
2010,5,Total,Female,35_39,12
2010,5,Total,Female,40_44,12
2010,5,Total,Female,45_49,21
2010,5,Total,Female,50_54,27
2010,5,Total,Female,55_59,42
2010,5,Total,Female,60_64,54
2010,5,Total,Female,65_69,69
2010,5,Total,Female,70_74,84
2010,5,Total,Female,75_79,138
2010,5,Total,Female,80_84,165
2010,5,Total,Female,85_89,207
2010,5,Total,Female,90_94,144
2010,5,Total,Female,95_,99
2010,5,Total,Female,10_14,0
2010,5,Total,Male,00_00,15
2010,5,Total,Male,01_04,0
2010,5,Total,Male,05_09,0
2010,5,Total,Male,15_19,12
2010,5,Total,Male,20_24,15
2010,5,Total,Male,25_29,12
2010,5,Total,Male,30_34,12
2010,5,Total,Male,35_39,15
2010,5,Total,Male,40_44,21
2010,5,Total,Male,45_49,36
2010,5,Total,Male,50_54,45
2010,5,Total,Male,55_59,51
2010,5,Total,Male,60_64,81
2010,5,Total,Male,65_69,96
2010,5,Total,Male,70_74,120
2010,5,Total,Male,75_79,141
2010,5,Total,Male,80_84,219
2010,5,Total,Male,85_89,171
2010,5,Total,Male,90_94,78
2010,5,Total,Male,95_,30
2010,5,Total,Male,10_14,0
2010,5,European,Female,00_00,3
2010,5,European,Female,01_04,0
2010,5,European,Female,05_09,0
2010,5,European,Female,15_19,3
2010,5,European,Female,20_24,6
2010,5,European,Female,25_29,0
2010,5,European,Female,30_34,3
2010,5,European,Female,35_39,9
2010,5,European,Female,40_44,9
2010,5,European,Female,45_49,9
2010,5,European,Female,50_54,12
2010,5,European,Female,55_59,24
2010,5,European,Female,60_64,36
2010,5,European,Female,65_69,51
2010,5,European,Female,70_74,63
2010,5,European,Female,75_79,117
2010,5,European,Female,80_84,150
2010,5,European,Female,85_89,198
2010,5,European,Female,90_94,141
2010,5,European,Female,95_,96
2010,5,European,Female,10_14,0
2010,5,European,Male,00_00,9
2010,5,European,Male,01_04,0
2010,5,European,Male,05_09,0
2010,5,European,Male,15_19,12
2010,5,European,Male,20_24,9
2010,5,European,Male,25_29,3
2010,5,European,Male,30_34,6
2010,5,European,Male,35_39,9
2010,5,European,Male,40_44,15
2010,5,European,Male,45_49,24
2010,5,European,Male,50_54,24
2010,5,European,Male,55_59,30
2010,5,European,Male,60_64,48
2010,5,European,Male,65_69,81
2010,5,European,Male,70_74,96
2010,5,European,Male,75_79,126
2010,5,European,Male,80_84,204
2010,5,European,Male,85_89,168
2010,5,European,Male,90_94,75
2010,5,European,Male,95_,30
2010,5,European,Male,10_14,0
2010,5,Māori,Female,00_00,6
2010,5,Māori,Female,01_04,0
2010,5,Māori,Female,05_09,0
2010,5,Māori,Female,15_19,0
2010,5,Māori,Female,20_24,0
2010,5,Māori,Female,25_29,0
2010,5,Māori,Female,30_34,3
2010,5,Māori,Female,35_39,3
2010,5,Māori,Female,40_44,0
2010,5,Māori,Female,45_49,6
2010,5,Māori,Female,50_54,12
2010,5,Māori,Female,55_59,12
2010,5,Māori,Female,60_64,6
2010,5,Māori,Female,65_69,12
2010,5,Māori,Female,70_74,12
2010,5,Māori,Female,75_79,15
2010,5,Māori,Female,80_84,9
2010,5,Māori,Female,85_89,6
2010,5,Māori,Female,90_94,3
2010,5,Māori,Female,95_,0
2010,5,Māori,Female,10_14,3
2010,5,Māori,Male,00_00,9
2010,5,Māori,Male,01_04,0
2010,5,Māori,Male,05_09,0
2010,5,Māori,Male,15_19,3
2010,5,Māori,Male,20_24,6
2010,5,Māori,Male,25_29,3
2010,5,Māori,Male,30_34,0
2010,5,Māori,Male,35_39,6
2010,5,Māori,Male,40_44,6
2010,5,Māori,Male,45_49,9
2010,5,Māori,Male,50_54,9
2010,5,Māori,Male,55_59,12
2010,5,Māori,Male,60_64,15
2010,5,Māori,Male,65_69,6
2010,5,Māori,Male,70_74,15
2010,5,Māori,Male,75_79,3
2010,5,Māori,Male,80_84,6
2010,5,Māori,Male,85_89,0
2010,5,Māori,Male,90_94,0
2010,5,Māori,Male,95_,0
2010,5,Māori,Male,10_14,0
2010,5,Asian,Female,00_00,3
2010,5,Asian,Female,01_04,0
2010,5,Asian,Female,05_09,0
2010,5,Asian,Female,15_19,0
2010,5,Asian,Female,20_24,0
2010,5,Asian,Female,25_29,0
2010,5,Asian,Female,30_34,0
2010,5,Asian,Female,35_39,3
2010,5,Asian,Female,40_44,0
2010,5,Asian,Female,45_49,0
2010,5,Asian,Female,50_54,3
2010,5,Asian,Female,55_59,3
2010,5,Asian,Female,60_64,6
2010,5,Asian,Female,65_69,3
2010,5,Asian,Female,70_74,0
2010,5,Asian,Female,75_79,0
2010,5,Asian,Female,80_84,3
2010,5,Asian,Female,85_89,3
2010,5,Asian,Female,90_94,0
2010,5,Asian,Female,95_,3
2010,5,Asian,Female,10_14,3
2010,5,Asian,Male,00_00,0
2010,5,Asian,Male,01_04,0
2010,5,Asian,Male,05_09,0
2010,5,Asian,Male,15_19,0
2010,5,Asian,Male,20_24,0
2010,5,Asian,Male,25_29,0
2010,5,Asian,Male,30_34,3
2010,5,Asian,Male,35_39,0
2010,5,Asian,Male,40_44,3
2010,5,Asian,Male,45_49,0
2010,5,Asian,Male,50_54,3
2010,5,Asian,Male,55_59,3
2010,5,Asian,Male,60_64,6
2010,5,Asian,Male,65_69,3
2010,5,Asian,Male,70_74,6
2010,5,Asian,Male,75_79,3
2010,5,Asian,Male,80_84,6
2010,5,Asian,Male,85_89,0
2010,5,Asian,Male,90_94,0
2010,5,Asian,Male,95_,0
2010,5,Asian,Male,10_14,0
2010,5,Pacific,Female,00_00,0
2010,5,Pacific,Female,01_04,0
2010,5,Pacific,Female,05_09,0
2010,5,Pacific,Female,15_19,0
2010,5,Pacific,Female,20_24,3
2010,5,Pacific,Female,25_29,0
2010,5,Pacific,Female,30_34,0
2010,5,Pacific,Female,35_39,0
2010,5,Pacific,Female,40_44,0
2010,5,Pacific,Female,45_49,3
2010,5,Pacific,Female,50_54,0
2010,5,Pacific,Female,55_59,0
2010,5,Pacific,Female,60_64,3
2010,5,Pacific,Female,65_69,3
2010,5,Pacific,Female,70_74,6
2010,5,Pacific,Female,75_79,6
2010,5,Pacific,Female,80_84,6
2010,5,Pacific,Female,85_89,0
2010,5,Pacific,Female,90_94,0
2010,5,Pacific,Female,95_,0
2010,5,Pacific,Female,10_14,0
2010,5,Pacific,Male,00_00,3
2010,5,Pacific,Male,01_04,0
2010,5,Pacific,Male,05_09,0
2010,5,Pacific,Male,15_19,0
2010,5,Pacific,Male,20_24,0
2010,5,Pacific,Male,25_29,3
2010,5,Pacific,Male,30_34,3
2010,5,Pacific,Male,35_39,0
2010,5,Pacific,Male,40_44,3
2010,5,Pacific,Male,45_49,3
2010,5,Pacific,Male,50_54,9
2010,5,Pacific,Male,55_59,6
2010,5,Pacific,Male,60_64,9
2010,5,Pacific,Male,65_69,3
2010,5,Pacific,Male,70_74,3
2010,5,Pacific,Male,75_79,6
2010,5,Pacific,Male,80_84,3
2010,5,Pacific,Male,85_89,3
2010,5,Pacific,Male,90_94,3
2010,5,Pacific,Male,95_,0
2010,5,Pacific,Male,10_14,0
2010,5,MELAA or Other,Female,00_00,0
2010,5,MELAA or Other,Female,01_04,0
2010,5,MELAA or Other,Female,05_09,0
2010,5,MELAA or Other,Female,15_19,0
2010,5,MELAA or Other,Female,20_24,0
2010,5,MELAA or Other,Female,25_29,0
2010,5,MELAA or Other,Female,30_34,0
2010,5,MELAA or Other,Female,35_39,0
2010,5,MELAA or Other,Female,40_44,0
2010,5,MELAA or Other,Female,45_49,0
2010,5,MELAA or Other,Female,50_54,0
2010,5,MELAA or Other,Female,55_59,0
2010,5,MELAA or Other,Female,60_64,0
2010,5,MELAA or Other,Female,65_69,0
2010,5,MELAA or Other,Female,70_74,0
2010,5,MELAA or Other,Female,75_79,0
2010,5,MELAA or Other,Female,80_84,0
2010,5,MELAA or Other,Female,85_89,3
2010,5,MELAA or Other,Female,90_94,0
2010,5,MELAA or Other,Female,95_,0
2010,5,MELAA or Other,Female,10_14,0
2010,5,MELAA or Other,Male,00_00,3
2010,5,MELAA or Other,Male,01_04,0
2010,5,MELAA or Other,Male,05_09,0
2010,5,MELAA or Other,Male,15_19,0
2010,5,MELAA or Other,Male,20_24,0
2010,5,MELAA or Other,Male,25_29,0
2010,5,MELAA or Other,Male,30_34,0
2010,5,MELAA or Other,Male,35_39,0
2010,5,MELAA or Other,Male,40_44,0
2010,5,MELAA or Other,Male,45_49,3
2010,5,MELAA or Other,Male,50_54,0
2010,5,MELAA or Other,Male,55_59,0
2010,5,MELAA or Other,Male,60_64,0
2010,5,MELAA or Other,Male,65_69,3
2010,5,MELAA or Other,Male,70_74,0
2010,5,MELAA or Other,Male,75_79,3
2010,5,MELAA or Other,Male,80_84,0
2010,5,MELAA or Other,Male,85_89,0
2010,5,MELAA or Other,Male,90_94,0
2010,5,MELAA or Other,Male,95_,0
2010,5,MELAA or Other,Male,10_14,0
2010,5,Unspecified,Female,00_00,0
2010,5,Unspecified,Female,01_04,0
2010,5,Unspecified,Female,05_09,0
2010,5,Unspecified,Female,15_19,0
2010,5,Unspecified,Female,20_24,0
2010,5,Unspecified,Female,25_29,0
2010,5,Unspecified,Female,30_34,0
2010,5,Unspecified,Female,35_39,0
2010,5,Unspecified,Female,40_44,0
2010,5,Unspecified,Female,45_49,0
2010,5,Unspecified,Female,50_54,0
2010,5,Unspecified,Female,55_59,0
2010,5,Unspecified,Female,60_64,3
2010,5,Unspecified,Female,65_69,0
2010,5,Unspecified,Female,70_74,0
2010,5,Unspecified,Female,75_79,0
2010,5,Unspecified,Female,80_84,0
2010,5,Unspecified,Female,85_89,0
2010,5,Unspecified,Female,90_94,0
2010,5,Unspecified,Female,95_,0
2010,5,Unspecified,Female,10_14,0
2010,5,Unspecified,Male,00_00,0
2010,5,Unspecified,Male,01_04,0
2010,5,Unspecified,Male,05_09,0
2010,5,Unspecified,Male,15_19,0
2010,5,Unspecified,Male,20_24,0
2010,5,Unspecified,Male,25_29,0
2010,5,Unspecified,Male,30_34,0
2010,5,Unspecified,Male,35_39,0
2010,5,Unspecified,Male,40_44,0
2010,5,Unspecified,Male,45_49,0
2010,5,Unspecified,Male,50_54,0
2010,5,Unspecified,Male,55_59,0
2010,5,Unspecified,Male,60_64,0
2010,5,Unspecified,Male,65_69,0
2010,5,Unspecified,Male,70_74,0
2010,5,Unspecified,Male,75_79,6
2010,5,Unspecified,Male,80_84,0
2010,5,Unspecified,Male,85_89,3
2010,5,Unspecified,Male,90_94,0
2010,5,Unspecified,Male,95_,0
2010,5,Unspecified,Male,10_14,0
2010,6,Total,Female,00_00,12
2010,6,Total,Female,01_04,6
2010,6,Total,Female,05_09,0
2010,6,Total,Female,15_19,3
2010,6,Total,Female,20_24,6
2010,6,Total,Female,25_29,9
2010,6,Total,Female,30_34,3
2010,6,Total,Female,35_39,6
2010,6,Total,Female,40_44,24
2010,6,Total,Female,45_49,27
2010,6,Total,Female,50_54,27
2010,6,Total,Female,55_59,39
2010,6,Total,Female,60_64,60
2010,6,Total,Female,65_69,81
2010,6,Total,Female,70_74,117
2010,6,Total,Female,75_79,117
2010,6,Total,Female,80_84,192
2010,6,Total,Female,85_89,264
2010,6,Total,Female,90_94,204
2010,6,Total,Female,95_,108
2010,6,Total,Female,10_14,0
2010,6,Total,Male,00_00,9
